"Genus" "AK_SG_10" "AK_SG_11" "AK_SG_12" "AK_SG_15" "AK_SG_16" "AK_SG_17" "AK_SG_18" "AK_SG_19" "AK_SG_2" "AK_SG_25" "AK_SG_26" "AK_SG_4" "AK_SG_5" "AK_SG_7" "AK_SG_9" "AK_SK_9" "AK_SK_14" "AK_SK_18" "AK_SK_2" "AK_SK_26" "AK_SK_27" "AK_SK_29" "AK_SK_31" "AK_SK_36" "AK_SK_39" "AK_SK_47" "AK_SK_47.2" "AK_SK_49" "AK_SW_1" "AK_SW_11" "AK_SW_12" "AK_SW_14" "AK_SW_2" "AK_SW_3" "AK_SW_4" "AK_SW_5" "AK_SW_7" "AK_SW_8" "AK_SW_9" "AK_SG_20" "AK_SG_22" "AK_SG_28" "AK_SG_29" "AK_SG_8" "AK_SK_1" "AK_SK_10" "AK_SK_11" "AK_SK_12" "AK_SK_13" "AK_SK_15" "AK_SK_17" "AK_SK_19" "AK_SK_25" "AK_SK_30" "AK_SK_32" "AK_SK_33" "AK_SK_35" "AK_SK_37" "AK_SK_38" "AK_SK_40" "AK_SK_44" "AK_SK_45" "AK_SK_48" "AK_SK_49.2" "AK_SK_5" "AK_SK_8" "AK_SR_1" "AK_SR_10" "AK_SR_2.2" "AK_SR_3" "AK_SR_4" "AK_SR_5" "AK_SR_6" "AK_SR_7" "AK_SR_8" "AK_SR_9"
"1" "[Bacteroides] pectinophilus group" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00180977277297406 0 0 0 0 0 0 0 0 0 0 0 0.000766264884391306 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00585704309432092 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2" "[Clostridium] innocuum group" 0 0 0 0 0 0 0.000368923611111111 0 0 0 0 0 4.35511617272391e-05 0 0 0 0 0 0.000149635637223361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0245047070394829 0 0 0 0 0 0 0 0 0.00172324913469328 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"3" "[Eubacterium] eligens group" 0.00390043623299974 0.00655967114182009 0.00202012781899655 0.00155811043697915 0 0.0457647297964399 0.0309244791666667 0.00136761487964989 0.00255885363357216 0.00978570867892933 0.00565752253141241 0.00386006133378088 0.00420268710667857 0.0031991624011168 0.00561103372505935 0.000863875307870455 0.00502922004944931 0.0100136107330352 0 0.00232958819675314 0.008978022811765 0.00406516679596586 0 0 0.0148334202170513 0 0.00669498023948564 0.00376282782212087 0.0031671023527046 0.00256904303147078 0.00505721291377197 0.0023372807408067 0 0.000853178088379213 0.0230072207277361 0.00558729361541842 0.00978160969845508 0.00722035982782219 0.00405250105848908 0.00215673240268853 0.00361239159784473 0.00454128907443234 0.00613038484424948 0.00265385583945141 0 0 0.00231516281307315 0 0.00141792521268878 0.00170607406111245 0.000893863433212856 0 0.00498582230623818 0 0.132837469622211 0.00216616397038662 0.00292642140468227 0.00251523455073412 0.0007013999943888 0.000507454751951284 0.00407740307720033 0 0.00118720783557171 0 0.000352907961603614 0.00330099029708913 0.00564804684034657 0.00132241813602015 0 0.00128201555140604 0.000711946461626086 0.0018844629280655 0.00615241443490849 0.000541110900679094 0.0163271309847761 0.00322304271551548
"4" "[Eubacterium] ruminantium group" 0 0.00104954738269121 0.000918239917725703 0.00262045846219221 0 0.00316520022069286 0 0 0.00136472193790515 0 0 0.00302091756556764 0 0.0040134946486738 0.00041199897981205 0 0.00331535176444145 0.00933307408127552 0 0.00196559004101046 0.0185630105460155 0.00561675717610551 0 0 0.0145964646225297 0 0.000442399575296408 0 0.0013070581138146 0.000550509221029452 0 0.000868132846585344 0 0 0.00403511255840294 0.001443907338816 0 0 0.000453638178189076 0.000472708471822143 0.00155685563812837 0.00468384074941452 0.0152913662593582 0.00333184820719447 0 0 0 0 0.00473191320978698 0.0066493142894639 7.77272550619875e-05 0 0.00217391304347826 0.00734489764025629 0 0 0.0081820353559484 0.000224939675268905 0.000406811996745504 0.00326220911968683 0.00110382735239125 0.000374911785462244 0 0.000452704312604241 0.00202922077922078 0.00845253576072822 0.00538190850755537 0.000188916876574307 0.0468305399005012 0.00392965636409242 0.000854335753951303 0 0 0.000622277535780958 0 0
"5" "[Eubacterium] siraeum group" 0 0 0 0 0 0 0 0 0.00162060730126237 0 0 0 0 0 0 0.000183803256993714 0.000252865812542144 0.00284367100913864 2.99271274446722e-05 0.00431944478147977 0.00123922005007461 0 0.000470968176007535 0.000269932026207946 0.00544997867399649 3.99864046224284e-05 0 0.000798175598631699 0 0 0 0 0 0.000238387995282427 0 0.0304790005650072 8.7531182983938e-05 0 0 0 0.00211635063308075 0 0.000747270387335151 0 0 0 0 0 0 0.000524945864957676 0 0.000304754164973588 0.00217391304347826 0 0 0.00389361118727721 0.000209030100334448 0 0.00014027999887776 0.000894086943914168 0.00756910184496858 0.00156580804516584 0 0 0.00026468097120271 0.00497649294788437 0.000650560369045155 0.00671704450041982 0.00176234097626347 0 0 0 0.00946127597973322 0 0 0
"6" "[Eubacterium] sulci group" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000189564475617269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.11296956402523e-05 0 0 0 0 0 0 0 0 0 0 0 0 7.34308740109779e-05 0 0 4.33209868520805e-05 0 0 0 0
"7" "[Eubacterium] ventriosum group" 0 0 0 0 0 0 0 0 0 0 0 0.00088491524647941 0 0 0 0 0 0 0 0 0 0.000806826997672614 0 0 0 0 0.000383412965256887 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000393709398718257 0 0 0 0 0 0 0.000149307214524606 0.00255613267351029 0 0 0 0 0 0 0 0 0.0149037466363072 0 0.000422227525563123 0 0 0 0 0 0 0.000326384072457264
"8" "[Eubacterium] xylanophilum group" 0 0 0 0 0 0.00110346429712228 0 0 0.00196178778573866 0 0 0 0 0 0 0 0.00193863789615644 0.00138537818393933 0 0.000558130505472106 0.000354062871449887 0 0 0 0.00184825363726838 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000271196947097224 0 0 0 0 0 0.000240600188105602 0 0 0 0 0 0 0.000373268036311515 0.000490777473313975 0.000336671997306624 0 0.000698339753553648 0.000220536344389555 0 0 0.000282326369282891 0 0.00100541147943342 0 0 0 0 0 0 0 0 0
"9" "[Ruminococcus] gauvreauii group" 0 0 0 0 0 0 0 0 0.00469123166154896 0 0 0 0 0 0 0 0 0.002090219716119 0 0.00283918561479289 0 0 0.000560676400008971 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00132575987934369 0 0.000318281831642749 0.00240203010286113 0 0 0 0 0 0.00374023928782344 0 0 0.00257561436672968 0 0 0.000246778173841514 0.00052257525083612 0 0.0011082119911343 0 0.000901083552972449 0 0 0.000476530855372885 0.000846979107848673 0 0.000739273146642221 0 0 0 0 0 0 0.000892832986120505 0 0.00185630941210069
"10" "[Ruminococcus] gnavus group" 0 0 0 0 0 0 0.000412326388888889 0 0 0 0.00460496019998684 0 0 0 0 0 0 0 0.000793068877283814 0 0 0 0 0 0 0 0 0.00219498289623717 0 0 0 0 0 0 0 0 0 0 0 0.000251126375655514 0.000608146733643894 0 0 0 0 0.0870029506814669 0 0 0.00191255028688254 0 0 0.00107389562895455 0 0 0.00428602989910892 0 0.00167224080267559 0 0 0.000628277311939685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
